HLT,Sequence,Stream Name,Seed
HLT_PFHT800_PFMET85_PFMHT85_IDTight_v12,215,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT800_PFMET85_PFMHT85_IDTight_v12,215,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFMET110_PFMHT110_IDTight_v20,216,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET110_PFMHT110_IDTight_v20,216,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_v20,217,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_v20,217,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_v20,218,HLTMonitor,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_v20,218,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_v20,218,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_v20,219,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_v20,219,HLTMonitor,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_v20,219,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET100_PFMHT100_IDTight_CaloBTagDeepCSV_3p1_v8,220,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET100_PFMHT100_IDTight_CaloBTagDeepCSV_3p1_v8,220,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET110_PFMHT110_IDTight_CaloBTagDeepCSV_3p1_v8,221,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET110_PFMHT110_IDTight_CaloBTagDeepCSV_3p1_v8,221,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_CaloBTagDeepCSV_3p1_v8,222,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_CaloBTagDeepCSV_3p1_v8,222,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_CaloBTagDeepCSV_3p1_v8,223,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_CaloBTagDeepCSV_3p1_v8,223,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_CaloBTagDeepCSV_3p1_v8,224,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_CaloBTagDeepCSV_3p1_v8,224,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_PFHT60_v9,225,DQM,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMET120_PFMHT120_IDTight_PFHT60_v9,225,PhysicsHadronsTaus,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v9,226,PhysicsHadronsTaus,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v9,226,DQM,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60_v9,227,DQM,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60_v9,227,PhysicsHadronsTaus,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETTypeOne110_PFMHT110_IDTight_v12,228,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne110_PFMHT110_IDTight_v12,228,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne120_PFMHT120_IDTight_v12,229,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne120_PFMHT120_IDTight_v12,229,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne130_PFMHT130_IDTight_v12,230,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne130_PFMHT130_IDTight_v12,230,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne140_PFMHT140_IDTight_v11,231,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne140_PFMHT140_IDTight_v11,231,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v20,232,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v20,232,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v20,233,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v20,233,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v19,234,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v19,234,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v19,235,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v19,235,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v20,236,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v20,236,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v20,237,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v20,237,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight_v19,238,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight_v19,238,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu140_PFMHTNoMu140_IDTight_v19,239,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu140_PFMHTNoMu140_IDTight_v19,239,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_L1ETMHadSeeds_v2,240,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_L1ETMHadSeeds_v2,240,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMHT90_v4,241,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMHT90_v4,241,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET80_NotCleaned_v4,242,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET80_NotCleaned_v4,242,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET90_NotCleaned_v4,243,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET90_NotCleaned_v4,243,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET100_NotCleaned_v4,244,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET100_NotCleaned_v4,244,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET110_NotCleaned_v4,245,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET110_NotCleaned_v4,245,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET250_NotCleaned_v4,246,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET250_NotCleaned_v4,246,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET70_HBHECleaned_v4,247,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET70_HBHECleaned_v4,247,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET80_HBHECleaned_v4,248,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET80_HBHECleaned_v4,248,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET90_HBHECleaned_v4,249,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET90_HBHECleaned_v4,249,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET100_HBHECleaned_v4,250,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET100_HBHECleaned_v4,250,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET250_HBHECleaned_v4,251,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET250_HBHECleaned_v4,251,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET300_HBHECleaned_v4,252,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET300_HBHECleaned_v4,252,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET350_HBHECleaned_v4,253,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET350_HBHECleaned_v4,253,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET200_NotCleaned_v9,254,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET200_NotCleaned_v9,254,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET200_HBHECleaned_v9,255,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET200_HBHECleaned_v9,255,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET250_HBHECleaned_v9,256,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET250_HBHECleaned_v9,256,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET300_HBHECleaned_v9,257,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET300_HBHECleaned_v9,257,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET200_HBHE_BeamHaloCleaned_v9,258,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET200_HBHE_BeamHaloCleaned_v9,258,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne200_HBHE_BeamHaloCleaned_v9,259,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne200_HBHE_BeamHaloCleaned_v9,259,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MET105_IsoTrk50_v9,260,PhysicsHadronsTaus,L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_MET105_IsoTrk50_v9,260,DQM,L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_MET120_IsoTrk50_v9,261,DQM,L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_MET120_IsoTrk50_v9,261,PhysicsHadronsTaus,L1_ETMHF90_HTT60er OR L1_ETMHF100 OR L1_ETMHF100_HTT60er OR L1_ETMHF110 OR L1_ETMHF110_HTT60er OR L1_ETMHF120 OR L1_ETMHF120_HTT60er OR L1_ETMHF150
HLT_SingleJet30_Mu12_SinglePFJet40_v11,262,DQM,L1_Mu3_Jet16er2p5_dR_Max0p4
HLT_SingleJet30_Mu12_SinglePFJet40_v11,262,PhysicsHadronsTaus,L1_Mu3_Jet16er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets40_CaloBTagDeepCSV_p71_v2,263,PhysicsHadronsTaus,L1_Mu3_Jet16er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets40_CaloBTagDeepCSV_p71_v2,263,DQM,L1_Mu3_Jet16er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets100_CaloBTagDeepCSV_p71_v2,264,PhysicsHadronsTaus,L1_Mu3_Jet60er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets100_CaloBTagDeepCSV_p71_v2,264,DQM,L1_Mu3_Jet60er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets200_CaloBTagDeepCSV_p71_v2,265,PhysicsHadronsTaus,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets200_CaloBTagDeepCSV_p71_v2,265,DQM,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets350_CaloBTagDeepCSV_p71_v2,266,DQM,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets350_CaloBTagDeepCSV_p71_v2,266,PhysicsHadronsTaus,L1_Mu3_Jet120er2p5_dR_Max0p4
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,267,DQM,L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,267,PhysicsHadronsTaus,L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,268,PhysicsHadronsTaus,L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,268,DQM,L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets62MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,269,DQM,L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_Mu12_DoublePFJets62MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,269,PhysicsHadronsTaus,L1_Mu12er2p3_Jet40er2p3_dR_Max0p4_DoubleJet40er2p3_dEta_Max1p6
HLT_DoublePFJets40_CaloBTagDeepCSV_p71_v2,270,DQM,L1_DoubleJet40er2p5
HLT_DoublePFJets40_CaloBTagDeepCSV_p71_v2,270,PhysicsHadronsTaus,L1_DoubleJet40er2p5
HLT_DoublePFJets100_CaloBTagDeepCSV_p71_v2,271,PhysicsHadronsTaus,L1_DoubleJet100er2p5
HLT_DoublePFJets100_CaloBTagDeepCSV_p71_v2,271,DQM,L1_DoubleJet100er2p5
HLT_DoublePFJets200_CaloBTagDeepCSV_p71_v2,272,PhysicsHadronsTaus,L1_DoubleJet120er2p5
HLT_DoublePFJets200_CaloBTagDeepCSV_p71_v2,272,DQM,L1_DoubleJet120er2p5
HLT_DoublePFJets350_CaloBTagDeepCSV_p71_v2,273,DQM,L1_DoubleJet120er2p5
HLT_DoublePFJets350_CaloBTagDeepCSV_p71_v2,273,PhysicsHadronsTaus,L1_DoubleJet120er2p5
HLT_DoublePFJets116MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,274,DQM,L1_DoubleJet112er2p3_dEta_Max1p6
HLT_DoublePFJets116MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,274,PhysicsHadronsTaus,L1_DoubleJet112er2p3_dEta_Max1p6
HLT_DoublePFJets128MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,275,DQM,L1_DoubleJet112er2p3_dEta_Max1p6
HLT_DoublePFJets128MaxDeta1p6_DoubleCaloBTagDeepCSV_p71_v2,275,PhysicsHadronsTaus,L1_DoubleJet112er2p3_dEta_Max1p6
HLT_Photon300_NoHE_v12,276,PhysicsEGamma,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Photon300_NoHE_v12,276,DQM,L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_SingleTau120er2p1 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG50
HLT_Mu8_TrkIsoVVL_v12,277,DQM,L1_SingleMu3 OR L1_SingleMu5 OR L1_SingleMu7
HLT_Mu8_TrkIsoVVL_v12,277,PhysicsMuons,L1_SingleMu3 OR L1_SingleMu5 OR L1_SingleMu7
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v18,278,DQM,L1_Mu6_DoubleEG10er2p5 OR L1_Mu6_DoubleEG17er2p5 OR L1_Mu6_DoubleEG12er2p5 OR L1_Mu6_DoubleEG15er2p5
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v18,278,PhysicsMuons,L1_Mu6_DoubleEG10er2p5 OR L1_Mu6_DoubleEG17er2p5 OR L1_Mu6_DoubleEG12er2p5 OR L1_Mu6_DoubleEG15er2p5
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v18,279,PhysicsMuons,L1_Mu6_DoubleEG10er2p5 OR L1_Mu6_DoubleEG17er2p5 OR L1_Mu6_DoubleEG12er2p5 OR L1_Mu6_DoubleEG15er2p5
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v18,279,DQM,L1_Mu6_DoubleEG10er2p5 OR L1_Mu6_DoubleEG17er2p5 OR L1_Mu6_DoubleEG12er2p5 OR L1_Mu6_DoubleEG15er2p5
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v19,280,DQM,L1_Mu6_HTT240er OR L1_Mu6_HTT250er
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v19,280,PhysicsMuons,L1_Mu6_HTT240er OR L1_Mu6_HTT250er
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v19,281,PhysicsMuons,L1_Mu6_HTT240er OR L1_Mu6_HTT250er
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v19,281,DQM,L1_Mu6_HTT240er OR L1_Mu6_HTT250er
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v13,282,DQM,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v13,282,PhysicsMuons,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_v1,283,PhysicsMuons,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_v1,283,DQM,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_CaloDiJet30_v1,284,PhysicsMuons,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_CaloDiJet30_v1,284,DQM,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PFBtagDeepCSV_1p5_v1,285,PhysicsMuons,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PFBtagDeepCSV_1p5_v1,285,DQM,L1_Mu5_EG23er2p5 OR L1_Mu5_LooseIsoEG20er2p5 OR L1_Mu7_EG23er2p5 OR L1_Mu7_LooseIsoEG20er2p5 OR L1_Mu7_LooseIsoEG23er2p5
