HLT,Sequence,Stream Name,Seed
HLT_PFJet450_v21,169,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet500_v21,170,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet500_v21,170,DQMEventDisplay,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet500_v21,170,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet550_v11,171,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet550_v11,171,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd15_v3,172,PhysicsHadronsTaus,L1_ZeroBias
HLT_PFJetFwd15_v3,172,DQM,L1_ZeroBias
HLT_PFJetFwd25_v3,173,DQM,L1_ZeroBias
HLT_PFJetFwd25_v3,173,PhysicsHadronsTaus,L1_ZeroBias
HLT_PFJetFwd40_v19,174,PhysicsHadronsTaus,L1_ZeroBias
HLT_PFJetFwd40_v19,174,DQM,L1_ZeroBias
HLT_PFJetFwd60_v19,175,PhysicsHadronsTaus,L1_SingleJet35_FWD3p0
HLT_PFJetFwd60_v19,175,DQM,L1_SingleJet35_FWD3p0
HLT_PFJetFwd80_v18,176,DQM,L1_SingleJet60_FWD3p0
HLT_PFJetFwd80_v18,176,PhysicsHadronsTaus,L1_SingleJet60_FWD3p0
HLT_PFJetFwd140_v18,177,PhysicsHadronsTaus,L1_SingleJet90_FWD3p0
HLT_PFJetFwd140_v18,177,DQM,L1_SingleJet90_FWD3p0
HLT_PFJetFwd200_v18,178,PhysicsHadronsTaus, L1_SingleJet120_FWD3p0
HLT_PFJetFwd200_v18,178,DQM, L1_SingleJet120_FWD3p0
HLT_PFJetFwd260_v19,179,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd260_v19,179,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd320_v19,180,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd320_v19,180,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd400_v19,181,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd400_v19,181,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd450_v19,182,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd450_v19,182,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd500_v19,183,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd500_v19,183,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd15_v3,184,PhysicsHadronsTaus,L1_ZeroBias
HLT_AK8PFJetFwd15_v3,184,DQM,L1_ZeroBias
HLT_AK8PFJetFwd25_v3,185,DQM,L1_ZeroBias
HLT_AK8PFJetFwd25_v3,185,PhysicsHadronsTaus,L1_ZeroBias
HLT_AK8PFJetFwd40_v15,186,DQM,L1_ZeroBias
HLT_AK8PFJetFwd40_v15,186,PhysicsHadronsTaus,L1_ZeroBias
HLT_AK8PFJetFwd60_v14,187,PhysicsHadronsTaus,L1_SingleJet35_FWD3p0
HLT_AK8PFJetFwd60_v14,187,DQM,L1_SingleJet35_FWD3p0
HLT_AK8PFJetFwd80_v14,188,DQM,L1_SingleJet60_FWD3p0
HLT_AK8PFJetFwd80_v14,188,PhysicsHadronsTaus,L1_SingleJet60_FWD3p0
HLT_AK8PFJetFwd140_v14,189,PhysicsHadronsTaus,L1_SingleJet90_FWD3p0
HLT_AK8PFJetFwd140_v14,189,DQM,L1_SingleJet90_FWD3p0
HLT_AK8PFJetFwd200_v14,190,PhysicsHadronsTaus, L1_SingleJet120_FWD3p0
HLT_AK8PFJetFwd200_v14,190,DQM, L1_SingleJet120_FWD3p0
HLT_AK8PFJetFwd260_v15,191,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd260_v15,191,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd320_v15,192,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd320_v15,192,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd400_v15,193,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd400_v15,193,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd450_v15,194,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd450_v15,194,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd500_v15,195,DQM,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_AK8PFJetFwd500_v15,195,PhysicsHadronsTaus,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFHT180_v17,196,DQM,L1_HTT120er
HLT_PFHT180_v17,196,PhysicsHadronsTaus,L1_HTT120er
HLT_PFHT250_v17,197,DQM,L1_HTT160er
HLT_PFHT250_v17,197,PhysicsHadronsTaus,L1_HTT160er
HLT_PFHT370_v17,198,PhysicsHadronsTaus,L1_HTT200er
HLT_PFHT370_v17,198,DQM,L1_HTT200er
HLT_PFHT430_v17,199,PhysicsHadronsTaus,L1_HTT255er
HLT_PFHT430_v17,199,DQM,L1_HTT255er
HLT_PFHT510_v17,200,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT510_v17,200,HLTMonitor,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT510_v17,200,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT590_v17,201,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT590_v17,201,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT680_v17,202,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT680_v17,202,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT780_v17,203,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT780_v17,203,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT890_v17,204,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT890_v17,204,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT1050_v18,205,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT1050_v18,205,PhysicsScoutingMonitor,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT1050_v18,205,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT500_PFMET100_PFMHT100_IDTight_v12,206,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT500_PFMET100_PFMHT100_IDTight_v12,206,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT500_PFMET110_PFMHT110_IDTight_v12,207,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT500_PFMET110_PFMHT110_IDTight_v12,207,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT700_PFMET85_PFMHT85_IDTight_v12,208,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT700_PFMET85_PFMHT85_IDTight_v12,208,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT700_PFMET95_PFMHT95_IDTight_v12,209,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT700_PFMET95_PFMHT95_IDTight_v12,209,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT800_PFMET75_PFMHT75_IDTight_v12,210,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT800_PFMET75_PFMHT75_IDTight_v12,210,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT800_PFMET85_PFMHT85_IDTight_v12,211,DQM,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFHT800_PFMET85_PFMHT85_IDTight_v12,211,PhysicsHadronsTaus,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p4 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er
HLT_PFMET110_PFMHT110_IDTight_v20,212,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET110_PFMHT110_IDTight_v20,212,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_v20,213,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_v20,213,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_v20,214,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_v20,214,HLTMonitor,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_v20,214,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_v20,215,HLTMonitor,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_v20,215,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_v20,215,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET100_PFMHT100_IDTight_CaloBTagDeepCSV_3p1_v8,216,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET100_PFMHT100_IDTight_CaloBTagDeepCSV_3p1_v8,216,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET110_PFMHT110_IDTight_CaloBTagDeepCSV_3p1_v8,217,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET110_PFMHT110_IDTight_CaloBTagDeepCSV_3p1_v8,217,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_CaloBTagDeepCSV_3p1_v8,218,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_CaloBTagDeepCSV_3p1_v8,218,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_CaloBTagDeepCSV_3p1_v8,219,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET130_PFMHT130_IDTight_CaloBTagDeepCSV_3p1_v8,219,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_CaloBTagDeepCSV_3p1_v8,220,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET140_PFMHT140_IDTight_CaloBTagDeepCSV_3p1_v8,220,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMET120_PFMHT120_IDTight_PFHT60_v9,221,DQM,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMET120_PFMHT120_IDTight_PFHT60_v9,221,PhysicsHadronsTaus,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v9,222,PhysicsHadronsTaus,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v9,222,DQM,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60_v9,223,PhysicsHadronsTaus,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60_v9,223,DQM,L1_ETMHF90_HTT60er OR L1_ETMHF100_HTT60er OR L1_ETMHF110_HTT60er OR L1_ETMHF120_HTT60er
HLT_PFMETTypeOne110_PFMHT110_IDTight_v12,224,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne110_PFMHT110_IDTight_v12,224,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne120_PFMHT120_IDTight_v12,225,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne120_PFMHT120_IDTight_v12,225,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne130_PFMHT130_IDTight_v12,226,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne130_PFMHT130_IDTight_v12,226,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne140_PFMHT140_IDTight_v11,227,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETTypeOne140_PFMHT140_IDTight_v11,227,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v20,228,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v20,228,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v20,229,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v20,229,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v19,230,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v19,230,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v19,231,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v19,231,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v20,232,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v20,232,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v20,233,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v20,233,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight_v19,234,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight_v19,234,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu140_PFMHTNoMu140_IDTight_v19,235,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_MonoCentralPFJet80_PFMETNoMu140_PFMHTNoMu140_IDTight_v19,235,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_L1ETMHadSeeds_v2,236,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_L1ETMHadSeeds_v2,236,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMHT90_v4,237,PhysicsHadronsTaus,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMHT90_v4,237,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
HLT_CaloMET80_NotCleaned_v4,238,DQM,L1_ETMHF100 OR L1_ETMHF110 OR L1_ETMHF120 OR L1_ETMHF150
